inds,grades
18503,1
18504,1
18505,5
18506,1
18507,1
18508,5
18509,1
18510,5
18511,1
18512,1
18513,5
18514,1
18515,1
18516,1
18517,5
18518,1
18519,1
18520,5
18521,1
18522,1
18523,5
18524,1
18525,3
18526,1
18527,5
18528,1
18529,1
18530,1
18531,1
18532,1
18533,1
18534,1
18535,1
18536,2
18537,1
18538,1
18539,1
18540,1
18541,1
18542,1
18543,3
18544,2
18545,5
18546,1
18547,2
18548,5
18549,1
18550,5
18551,1
18552,1
18553,1
18554,5
18555,5
18556,1
18557,1
18558,5
18559,5
18560,5
18561,5
18562,1
18563,1
18564,1
18565,1
18566,1
18567,5
18568,1
18569,1
18570,1
18571,5
18572,1
18573,3
18574,5
18575,1
18576,1
18577,1
18578,5
18579,1
18580,1
18581,1
18582,1
18583,1
18584,1
18585,1
18586,1
18587,5
18588,5
18589,3
18590,1
18591,1
18592,1
18593,3
18594,1
18595,5
18596,1
18597,1
18598,4
18599,5
18600,3
18601,1
18602,5
18603,3
18604,1
18605,1
18606,1
18607,5
18608,1
18609,5
18610,1
18611,3
18612,5
18613,1
18614,5
18615,1
18616,1
18617,1
18618,1
18619,1
18620,1
18621,5
18622,1
18623,1
18624,5
18625,3
18626,5
18627,1
18628,5
18629,5
18630,1
18631,1
18632,1
18633,1
18634,1
18635,1
18636,1
18637,5
18638,1
18639,1
18640,1
18641,1
18642,1
18643,1
18644,1
18645,1
18646,1
18647,1
18648,1
18649,1
18650,1
18651,5
18652,5
18653,5
18654,1
18655,5
18656,5
18657,1
18658,5
18659,1
18660,1
18661,1
18662,1
18663,1
18664,5
18665,1
18666,5
18667,4
18668,1
18669,1
18670,1
18671,2
18672,5
18673,1
18674,5
18675,1
18676,1
18677,3
18678,1
18679,1
18680,5
18681,1
18682,2
18683,5
18684,5
18685,5
18686,1
18687,5
18688,5
18689,5
18690,1
18691,1
18692,1
18693,5
18694,5
18695,1
18696,1
18697,5
18698,1
18699,1
18700,1
18701,1
18702,5
18703,1
18704,5
18705,1
18706,1
18707,5
18708,1
18709,5
18710,1
18711,1
18712,1
18713,5
18714,5
18715,1
18716,5
18717,5
18718,5
18719,1
18720,5
18721,1
18722,1
18723,1
18724,1
18725,1
18726,1
18727,1
18728,1
18729,5
18730,1
18731,1
18732,5
18733,1
18734,1
18735,1
18736,1
18737,1
18738,5
18739,1
18740,1
18741,5
18742,5
18743,1
18744,1
18745,1
18746,1
18747,1
18748,5
18749,1
18750,1
18751,1
18752,1
18753,1
18754,1
18755,5
18756,1
18757,1
18758,1
18759,5
18760,1
18761,1
18762,5
18763,1
18764,1
18765,1
18766,1
18767,1
18768,1
18769,5
18770,5
18771,1
18772,5
18773,5
18774,1
18775,1
18776,1
18777,3
18778,1
18779,1
18780,1
18781,1
18782,5
18783,5
18784,5
18785,2
18786,1
18787,1
18788,5
18789,1
18790,3
18791,1
18792,5
18793,1
18794,1
18795,5
18796,5
18797,1
18798,1
18799,1
18800,2
18801,5
18802,1
18803,5
18804,1
18805,5
18806,1
18807,1
18808,1
18809,2
18810,1
18811,3
18812,5
18813,1
18814,1
18815,2
18816,4
18817,5
18818,1
18819,1
18820,1
18821,1
18822,5
18823,1
18824,1
18825,1
18826,1
18827,1
18828,5
18829,5
18830,1
18831,1
18832,1
18833,3
18834,1
18835,1
18836,1
18837,1
18838,1
18839,1
18840,1
18841,1
18842,5
18843,1
18844,1
18845,1
18846,1
18847,5
18848,1
18849,5
18850,5
18851,1
18852,1
18853,5
18854,1
18855,1
18856,5
18857,5
18858,5
18859,5
18860,1
18861,1
18862,1
18863,5
18864,1
18865,1
18866,3
18867,1
18868,1
18869,1
18870,5
18871,1
18872,5
18873,1
18874,1
18875,5
18876,1
18877,1
18878,1
18879,1
18880,1
18881,1
18882,1
18883,1
18884,1
18885,1
18886,1
18887,1
18888,5
18889,5
18890,1
18891,5
18892,1
18893,1
18894,5
18895,1
18896,1
18897,5
18898,5
18899,1
18900,1
18901,5
18902,1
18903,1
18904,1
18905,1
18906,5
18907,5
18908,5
18909,1
18910,1
18911,5
18912,5
18913,1
18914,1
18915,1
18916,1
18917,1
18918,5
18919,1
18920,3
18921,1
18922,5
18923,1
18924,5
18925,1
18926,1
18927,1
18928,5
18929,5
18930,1
18931,1
18932,2
18933,1
18934,5
18935,5
18936,1
18937,1
18938,1
18939,1
18940,1
18941,1
18942,1
18943,1
18944,1
18945,5
18946,5
18947,1
18948,1
18949,3
18950,1
18951,1
18952,1
18953,1
18954,5
18955,5
18956,5
18957,1
18958,1
18959,5
18960,1
18961,5
18962,1
18963,3
18964,5
18965,4
18966,1
18967,5
18968,5
18969,1
18970,3
18971,5
18972,1
18973,1
18974,1
18975,1
18976,5
18977,1
18978,1
18979,1
18980,1
18981,1
18982,1
18983,1
18984,1
18985,5
18986,1
18987,5
18988,5
18989,1
18990,5
18991,5
18992,5
18993,5
18994,5
18995,5
18996,1
18997,1
18998,5
18999,5
19000,1
19001,1
19002,5
19003,1
19004,5
19005,1
19006,5
19007,1
19008,1
19009,1
19010,1
19011,5
19012,1
19013,1
19014,5
19015,1
19016,5
19017,5
19018,1
19019,5
19020,1
19021,5
19022,1
19023,1
19024,3
19025,1
19026,5
19027,5
19028,5
19029,1
19030,5
19031,1
19032,2
19033,1
19034,1
19035,1
19036,1
19037,1
19038,1
19039,1
19040,1
19041,1
19042,1
19043,1
19044,1
19045,5
19046,1
19047,5
19048,1
19049,5
19050,1
19051,1
19052,5
19053,1
19054,1
19055,1
19056,1
19057,1
19058,5
19059,1
19060,5
19061,1
19062,4
19063,1
19064,1
19065,5
19066,2
19067,1
19068,1
19069,1
19070,5
19071,5
19072,1
19073,1
19074,4
19075,1
19076,5
19077,1
19078,1
19079,5
19080,5
19081,1
19082,1
19083,5
19084,1
19085,1
19086,5
19087,1
19088,1
19089,1
19090,1
19091,5
19092,1
19093,5
19094,5
19095,5
19096,5
19097,2
19098,2
19099,1
19100,1
19101,5
19102,5
19103,1
19104,1
19105,1
19106,5
19107,2
19108,1
19109,1
19110,1
19111,1
19112,1
19113,1
19114,5
19115,1
19116,1
19117,1
19118,5
19119,5
19120,1
19121,1
19122,1
19123,1
19124,3
19125,1
19126,1
19127,1
19128,1
19129,1
19130,5
19131,1
19132,1
19133,1
19134,1
19135,1
19136,1
19137,1
19138,5
19139,5
19140,5
19141,1
19142,1
19143,1
19144,1
19145,1
19146,5
19147,5
19148,1
19149,1
19150,1
19151,1
19152,1
19153,1
19154,2
19155,1
19156,1
19157,1
19158,1
19159,1
19160,1
19161,5
19162,1
19163,1
19164,1
19165,1
19166,5
19167,1
19168,1
19169,1
19170,5
19171,1
19172,1
19173,5
19174,5
19175,1
19176,1
19177,1
19178,1
19179,1
19180,1
19181,1
19182,1
19183,1
19184,1
19185,1
19186,1
19187,1
19188,5
19189,1
19190,5
19191,5
19192,5
19193,1
19194,1
19195,1
19196,1
19197,1
19198,1
19199,1
19200,1
19201,1
19202,5
19203,1
19204,1
19205,1
19206,1
19207,1
19208,1
19209,1
19210,1
19211,1
19212,1
19213,1
19214,1
19215,1
19216,2
19217,1
19218,5
19219,5
19220,1
19221,5
19222,1
19223,1
19224,1
19225,1
19226,1
19227,1
19228,1
19229,1
19230,1
19231,1
19232,1
19233,1
19234,5
19235,5
19236,5
19237,1
19238,3
19239,5
19240,1
19241,5
19242,1
19243,5
19244,1
19245,1
19246,1
19247,3
19248,5
19249,1
19250,1
19251,1
19252,1
19253,5
19254,5
19255,1
19256,1
19257,5
19258,5
19259,1
19260,1
19261,1
19262,1
19263,1
19264,1
19265,5
19266,5
19267,4
19268,1
19269,1
19270,1
19271,1
19272,1
19273,1
19274,1
19275,1
19276,1
19277,5
19278,5
19279,1
19280,1
19281,1
19282,5
19283,1
19284,1
19285,1
19286,1
19287,1
19288,1
19289,3
19290,1
19291,1
19292,5
19293,1
19294,1
19295,1
19296,1
19297,1
19298,3
19299,1
19300,5
19301,1
19302,5
19303,1
19304,1
19305,1
19306,5
19307,1
19308,1
19309,1
19310,5
19311,1
19312,5
19313,5
19314,5
19315,5
19316,1
19317,5
19318,1
19319,5
19320,5
19321,5
19322,1
19323,5
19324,5
19325,1
19326,5
19327,1
19328,5
19329,1
19330,1
19331,3
19332,1
19333,1
19334,1
19335,5
19336,1
19337,1
19338,3
19339,1
19340,5
19341,5
19342,1
19343,5
19344,1
19345,1
19346,1
19347,2
19348,5
19349,5
19350,5
19351,1
19352,1
19353,1
19354,2
19355,1
19356,5
19357,1
19358,1
19359,1
19360,5
19361,5
19362,1
19363,5
19364,5
19365,1
19366,1
19367,5
19368,1
19369,1
19370,1
19371,1
19372,5
19373,2
19374,5
19375,5
19376,3
19377,1
19378,1
19379,5
19380,1
19381,2
19382,1
19383,5
19384,5
19385,1
19386,1
19387,1
19388,1
19389,1
19390,1
19391,1
19392,1
19393,5
19394,1
19395,5
19396,1
19397,5
19398,5
19399,1
19400,1
19401,1
19402,5
19403,1
19404,1
19405,1
19406,5
19407,1
19408,3
19409,5
19410,3
19411,5
19412,5
19413,3
19414,1
19415,1
19416,1
19417,5
19418,1
19419,5
19420,5
19421,1
19422,1
19423,1
19424,5
19425,1
19426,1
19427,5
19428,1
19429,1
19430,5
19431,5
19432,1
19433,5
19434,5
19435,1
19436,5
19437,1
19438,1
19439,1
19440,5
19441,5
19442,1
19443,2
19444,1
19445,5
19446,5
19447,5
19448,1
19449,1
19450,1
19451,1
19452,5
19453,2
19454,1
19455,1
19456,1
19457,1
19458,1
19459,1
19460,1
19461,1
19462,1
19463,1
19464,1
19465,1
19466,1
19467,5
19468,1
19469,1
19470,1
19471,1
19472,1
19473,5
19474,1
19475,1
19476,5
19477,5
19478,5
19479,5
19480,1
19481,2
19482,1
19483,1
19484,1
19485,1
19486,1
19487,1
19488,1
19489,1
19490,1
19491,1
19492,1
19493,1
19494,5
19495,1
19496,1
19497,1
19498,1
19499,1
19500,1
19501,5
19502,1
19503,5
19504,1
19505,1
19506,1
19507,3
19508,5
19509,1
19510,4
19511,1
19512,1
19513,5
19514,1
19515,1
19516,1
19517,5
19518,1
19519,1
19520,5
19521,5
19522,1
19523,1
19524,1
19525,5
19526,1
19527,1
19528,1
19529,1
19530,1
19531,1
19532,1
19533,5
19534,1
19535,1
19536,1
19537,5
19538,5
19539,5
19540,5
19541,5
19542,5
19543,1
19544,1
19545,1
19546,1
19547,1
19548,1
19549,1
19550,1
19551,1
19552,1
19553,1
19554,1
19555,1
19556,1
19557,5
19558,1
19559,1
19560,1
19561,1
19562,1
19563,1
19564,1
19565,5
19566,1
19567,1
19568,1
19569,1
19570,1
19571,5
19572,4
19573,1
19574,1
19575,1
19576,2
19577,1
19578,3
19579,1
19580,1
19581,1
19582,1
19583,1
19584,5
19585,5
19586,1
19587,5
19588,1
19589,1
19590,1
19591,1
19592,1
19593,1
19594,1
19595,1
19596,1
19597,5
19598,5
19599,1
19600,1
19601,1
19602,1
19603,1
19604,5
19605,5
19606,1
19607,1
19608,1
19609,1
19610,1
19611,1
19612,1
19613,1
19614,5
19615,1
19616,5
19617,5
19618,1
19619,1
19620,5
19621,5
19622,1
19623,5
19624,1
19625,1
19626,5
19627,1
19628,5
19629,5
19630,1
19631,1
19632,1
19633,1
19634,1
19635,1
19636,2
19637,1
19638,1
19639,1
19640,1
19641,1
19642,5
19643,1
19644,2
19645,1
19646,1
19647,1
19648,5
19649,1
19650,1
19651,1
19652,1
19653,5
19654,1
19655,1
19656,1
19657,1
19658,1
19659,1
19660,1
19661,1
19662,1
19663,1
19664,5
19665,5
19666,1
19667,1
19668,1
19669,1
19670,1
19671,1
19672,1
19673,1
19674,1
19675,3
19676,1
19677,1
19678,1
19679,1
19680,1
19681,1
19682,1
19683,1
19684,1
19685,1
19686,1
19687,1
19688,1
19689,1
19690,1
19691,1
19692,5
19693,5
19694,3
19695,5
19696,5
19697,1
19698,1
19699,1
19700,1
19701,5
19702,1
19703,1
19704,1
19705,5
19706,5
19707,1
19708,1
19709,1
19710,1
19711,1
19712,1
19713,1
19714,1
19715,1
19716,1
19717,1
19718,5
19719,1
19720,5
19721,5
19722,5
19723,1
19724,5
19725,1
19726,1
19727,1
19728,1
19729,1
19730,1
19731,5
19732,1
19733,1
19734,2
19735,1
19736,5
19737,1
19738,1
19739,1
19740,5
19741,5
19742,1
19743,5
19744,1
19745,1
19746,5
19747,5
19748,1
19749,1
19750,1
19751,1
19752,5
19753,1
19754,1
19755,5
19756,1
19757,1
19758,5
19759,1
19760,5
19761,5
19762,1
19763,1
19764,1
19765,1
19766,1
19767,5
19768,1
19769,1
19770,5
19771,1
19772,1
19773,5
19774,1
19775,1
19776,1
19777,1
19778,5
19779,1
19780,1
19781,5
19782,5
19783,5
19784,1
19785,1
19786,1
19787,5
19788,1
19789,5
19790,1
19791,1
19792,1
19793,1
19794,1
19795,1
19796,1
19797,2
19798,1
19799,1
19800,1
19801,1
19802,1
19803,1
19804,1
19805,5
19806,3
19807,1
19808,5
19809,1
19810,1
19811,1
19812,5
19813,5
19814,1
19815,1
19816,4
19817,5
19818,2
19819,1
19820,5
19821,5
19822,1
19823,5
19824,3
19825,1
19826,1
19827,1
19828,5
19829,1
19830,1
19831,5
19832,5
19833,1
19834,1
19835,5
19836,5
19837,2
19838,1
19839,5
19840,1
19841,1
19842,1
19843,1
19844,1
19845,5
19846,1
19847,1
19848,1
19849,1
19850,1
19851,5
19852,1
19853,1
19854,1
19855,1
19856,1
19857,1
19858,5
19859,5
19860,1
19861,1
19862,1
19863,1
19864,1
19865,1
19866,1
19867,1
19868,1
19869,5
19870,1
19871,5
19872,1
19873,5
19874,1
19875,5
19876,5
19877,1
19878,1
19879,1
19880,1
19881,1
19882,1
19883,5
19884,5
19885,5
19886,1
19887,1
19888,1
19889,5
19890,5
19891,1
19892,1
19893,1
19894,5
19895,5
19896,2
19897,5
19898,1
19899,1
19900,5
19901,5
19902,3
19903,1
19904,1
19905,1
19906,1
19907,5
19908,1
19909,1
19910,1
19911,1
19912,1
19913,5
19914,1
19915,1
19916,1
19917,1
19918,1
19919,4
19920,5
19921,1
19922,5
19923,1
19924,1
19925,1
19926,1
19927,1
19928,1
19929,5
19930,1
19931,5
19932,1
19933,1
19934,5
19935,1
19936,1
19937,1
19938,5
19939,1
19940,3
19941,1
19942,5
19943,1
19944,1
19945,5
19946,5
19947,1
19948,5
19949,5
19950,5
19951,1
19952,1
19953,1
19954,1
19955,1
19956,1
19957,1
19958,1
19959,1
19960,1
19961,5
19962,1
19963,5
19964,2
19965,1
19966,1
19967,1
19968,1
19969,1
19970,1
19971,1
19972,5
19973,1
19974,3
19975,1
19976,1
19977,5
19978,2
19979,1
19980,1
19981,5
19982,1
19983,1
19984,1
19985,1
19986,1
19987,3
19988,1
19989,1
19990,5
19991,5
19992,1
19993,5
19994,1
19995,5
19996,3
19997,1
19998,5
19999,5
20000,1
20001,1
20002,5
20003,1
20004,5
20005,1
20006,5
20007,1
20008,5
20009,2
20010,1
20011,1
20012,5
20013,1
20014,5
20015,1
20016,1
20017,1
20018,5
20019,1
20020,1
20021,5
20022,5
20023,1
20024,1
20025,1
20026,1
20027,1
20028,1
20029,1
20030,1
20031,5
20032,1
20033,1
20034,1
20035,5
20036,5
20037,1
20038,1
20039,1
20040,1
20041,5
20042,1
20043,5
20044,5
20045,1
20046,1
20047,4
20048,1
20049,1
20050,1
20051,1
20052,1
20053,1
20054,5
20055,1
20056,5
20057,1
20058,1
20059,1
20060,3
20061,5
20062,5
20063,5
20064,1
20065,5
20066,5
20067,1
20068,1
20069,1
20070,1
20071,1
20072,5
20073,1
20074,1
20075,1
20076,3
20077,1
20078,1
20079,1
20080,5
20081,1
20082,1
20083,1
20084,1
20085,1
20086,1
20087,1
20088,1
20089,1
20090,1
20091,1
20092,1
20093,1
20094,1
20095,1
20096,5
20097,1
20098,1
20099,1
20100,5
20101,1
20102,1
20103,3
20104,1
20105,5
20106,3
20107,1
20108,1
20109,1
20110,1
20111,1
20112,1
20113,1
20114,1
20115,1
20116,1
20117,1
20118,3
20119,3
20120,1
20121,1
20122,5
20123,1
20124,2
20125,1
20126,1
20127,2
20128,1
20129,5
20130,5
20131,1
20132,5
20133,1
20134,3
20135,5
20136,5
20137,1
20138,1
20139,5
20140,1
20141,5
20142,1
20143,1
20144,1
20145,1
20146,1
20147,5
20148,1
20149,5
20150,1
20151,5
20152,1
20153,5
20154,5
20155,5
20156,1
20157,5
20158,5
20159,1
20160,1
20161,1
20162,1
20163,1
20164,1
20165,1
20166,1
20167,1
20168,1
20169,1
20170,3
20171,5
20172,1
20173,2
20174,1
20175,1
20176,1
20177,5
20178,1
20179,1
20180,1
20181,5
20182,4
20183,1
20184,1
20185,1
20186,5
20187,1
20188,1
20189,1
20190,1
20191,3
20192,1
20193,1
20194,1
20195,1
20196,5
20197,1
20198,5
20199,2
20200,1
20201,3
20202,5
20203,1
20204,1
20205,1
20206,5
20207,1
20208,5
20209,5
20210,1
20211,3
20212,5
20213,2
20214,1
20215,5
20216,1
20217,1
20218,1
20219,1
20220,5
20221,5
20222,5
20223,1
20224,5
20225,2
20226,1
20227,1
20228,2
20229,1
20230,5
20231,5
20232,2
20233,5
20234,1
20235,5
20236,1
20237,1
20238,1
20239,1
20240,5
20241,1
20242,1
20243,1
20244,1
20245,1
20246,4
20247,1
20248,5
20249,1
20250,1
20251,3
20252,1
20253,1
20254,1
20255,1
20256,1
20257,1
20258,5
20259,3
20260,1
20261,1
20262,5
20263,5
20264,1
20265,5
20266,1
20267,1
20268,1
20269,1
20270,1
20271,5
20272,5
20273,5
20274,1
20275,1
20276,1
20277,1
20278,1
20279,1
20280,1
20281,1
20282,1
20283,5
20284,1
20285,1
20286,5
20287,1
20288,1
20289,1
20290,1
20291,5
20292,1
20293,1
20294,5
20295,1
20296,1
20297,1
20298,1
20299,5
20300,1
20301,5
20302,5
20303,1
20304,1
20305,1
20306,5
20307,1
20308,1
20309,1
20310,1
20311,5
20312,5
20313,5
20314,1
20315,1
20316,1
20317,1
20318,1
20319,5
20320,1
20321,5
20322,5
20323,1
20324,5
20325,5
20326,5
20327,1
20328,1
20329,1
20330,1
20331,5
20332,1
20333,1
20334,5
20335,1
20336,3
20337,1
20338,1
20339,1
20340,1
20341,1
20342,2
20343,1
20344,2
20345,5
20346,1
20347,1
20348,1
20349,2
20350,1
20351,1
20352,3
20353,1
20354,1
20355,1
20356,5
20357,5
20358,5
20359,5
20360,1
20361,1
20362,3
20363,1
20364,5
20365,1
20366,1
20367,1
20368,1
20369,5
20370,5
20371,5
20372,5
20373,1
20374,5
20375,3
20376,5
20377,5
20378,1
20379,1
20380,5
20381,1
20382,5
20383,1
20384,5
20385,1
20386,1
20387,5
20388,1
20389,1
20390,5
20391,5
20392,5
20393,1
20394,5
20395,1
20396,3
20397,5
20398,1
20399,5
20400,4
20401,1
20402,5
20403,5
20404,5
20405,5
20406,5
20407,1
20408,1
20409,1
20410,5
20411,1
20412,1
20413,1
20414,1
20415,5
20416,1
20417,5
20418,1
20419,1
20420,3
20421,1
20422,1
20423,5
20424,1
20425,1
20426,1
20427,5
20428,1
20429,5
20430,5
20431,5
20432,2
20433,1
20434,1
20435,1
20436,1
20437,1
20438,1
20439,5
20440,1
20441,5
20442,1
20443,5
20444,1
20445,5
20446,5
20447,5
20448,1
20449,1
20450,5
20451,5
20452,1
20453,1
20454,5
20455,1
20456,5
20457,5
20458,1
20459,1
20460,1
20461,1
20462,5
20463,1
20464,1
20465,1
20466,1
20467,1
20468,1
20469,2
20470,1
20471,5
20472,1
20473,1
20474,1
20475,1
20476,5
20477,5
20478,1
20479,5
20480,5
20481,1
20482,5
20483,1
20484,5
20485,1
20486,1
20487,1
20488,5
20489,1
20490,1
20491,1
20492,1
20493,1
20494,1
20495,1
20496,5
20497,1
20498,1
20499,1
20500,1
20501,1
20502,3
20503,5
20504,4
20505,5
20506,5
20507,1
20508,5
20509,1
20510,1
20511,1
20512,3
20513,1
20514,1
20515,1
20516,1
20517,1
20518,5
20519,1
20520,1
20521,5
20522,3
20523,1
20524,1
20525,1
20526,1
20527,1
20528,1
20529,1
20530,1
20531,1
20532,1
20533,1
20534,1
20535,1
20536,1
20537,1
20538,1
20539,5
20540,1
20541,1
20542,5
20543,1
20544,2
20545,1
20546,1
20547,5
20548,1
20549,5
20550,5
20551,1
20552,1
20553,1
20554,1
20555,1
20556,1
20557,1
20558,1
20559,1
20560,1
20561,1
20562,1
20563,5
20564,5
20565,1
20566,5
20567,1
20568,1
20569,1
20570,1
20571,1
20572,1
20573,1
20574,5
20575,1
20576,1
20577,1
20578,5
20579,1
20580,5
20581,1
20582,1
20583,5
20584,1
20585,1
20586,3
20587,1
20588,5
20589,1
20590,1
20591,1
20592,1
20593,1
20594,5
20595,1
20596,2
20597,5
20598,5
20599,2
20600,5
20601,1
20602,1
20603,1
20604,1
20605,1
20606,5
20607,1
20608,5
20609,1
20610,5
20611,1
20612,1
20613,1
20614,5
20615,5
20616,1
20617,5
20618,1
20619,1
20620,5
20621,1
20622,1
20623,5
20624,5
20625,5
20626,1
20627,5
20628,1
20629,1
20630,1
20631,5
20632,5
20633,5
20634,1
20635,1
20636,5
20637,1
20638,1
20639,1
20640,1
20641,1
20642,1
20643,4
20644,1
20645,1
20646,1
20647,1
20648,1
20649,5
20650,1
20651,1
20652,1
20653,1
20654,1
20655,1
20656,1
20657,5
20658,1
20659,1
20660,5
20661,1
20662,1
20663,3
20664,1
20665,1
20666,1
20667,1
20668,5
20669,5
20670,5
20671,1
20672,1
20673,1
20674,1
20675,1
20676,1
20677,1
20678,5
20679,5
20680,1
20681,1
20682,1
20683,2
20684,3
20685,1
20686,1
20687,5
20688,5
20689,5
20690,1
20691,1
20692,1
20693,1
20694,1
20695,1
20696,5
20697,1
20698,1
20699,1
20700,5
20701,5
20702,1
20703,5
20704,5
20705,5
20706,1
20707,1
20708,1
20709,1
20710,1
20711,5
20712,1
20713,5
20714,1
20715,1
20716,5
20717,5
20718,5
20719,5
20720,1
20721,5
20722,1
20723,1
20724,1
20725,1
20726,1
20727,1
20728,1
20729,5
20730,1
20731,1
20732,5
20733,1
20734,1
20735,1
20736,1
20737,5
20738,1
20739,1
20740,1
20741,1
20742,1
20743,1
20744,5
20745,1
20746,5
20747,1
20748,1
20749,1
20750,5
20751,1
20752,1
20753,3
20754,1
20755,1
20756,1
20757,5
20758,5
20759,1
20760,1
20761,1
20762,1
20763,1
20764,1
20765,1
20766,5
20767,1
20768,1
20769,1
20770,1
20771,1
20772,5
20773,1
20774,1
20775,5
20776,5
20777,1
20778,5
20779,1
20780,5
20781,5
20782,1
20783,5
20784,5
20785,5
20786,5
20787,1
20788,1
20789,1
20790,3
20791,1
20792,1
20793,1
20794,5
20795,1
20796,1
20797,1
20798,5
20799,5
20800,1
20801,1
20802,1
20803,1
20804,1
20805,5
20806,1
20807,1
20808,1
20809,1
20810,3
20811,1
20812,5
20813,1
20814,5
20815,1
20816,5
20817,5
20818,1
20819,5
20820,1
20821,5
20822,5
20823,5
20824,1
20825,5
20826,1
20827,1
20828,5
20829,1
20830,5
20831,1
20832,1
20833,1
20834,2
20835,1
20836,1
20837,5
20838,5
20839,3
20840,1
20841,1
20842,1
20843,1
20844,5
20845,5
20846,1
20847,1
20848,5
20849,1
20850,5
20851,5
20852,1
20853,1
20854,3
20855,1
20856,1
20857,1
20858,1
20859,1
20860,1
20861,1
20862,1
20863,5
20864,1
20865,1
20866,5
20867,1
20868,1
20869,1
20870,1
20871,1
20872,1
20873,1
20874,5
20875,1
20876,1
20877,1
20878,1
20879,1
20880,5
20881,5
20882,5
20883,5
20884,3
20885,1
20886,1
20887,1
20888,1
20889,1
20890,1
20891,1
20892,3
20893,1
20894,1
20895,1
20896,2
20897,1
20898,1
20899,5
20900,1
20901,1
20902,5
20903,2
20904,5
20905,1
20906,5
20907,1
20908,1
20909,1
20910,1
20911,1
20912,1
20913,2
20914,1
20915,1
20916,1
20917,1
20918,5
20919,5
20920,1
20921,5
20922,5
20923,1
20924,5
20925,5
20926,5
20927,1
20928,5
20929,1
20930,1
20931,1
20932,5
20933,1
20934,5
20935,5
20936,5
20937,1
20938,3
20939,1
20940,5
20941,1
20942,1
20943,5
20944,1
20945,1
20946,5
20947,5
20948,1
20949,5
20950,5
20951,1
20952,5
20953,1
20954,5
20955,5
20956,1
20957,5
20958,5
20959,5
20960,1
20961,5
20962,1
20963,1
20964,5
20965,1
20966,1
20967,1
20968,1
20969,5
20970,5
20971,1
20972,1
20973,5
20974,5
20975,1
20976,5
20977,1
20978,1
20979,5
20980,1
20981,5
20982,1
20983,1
20984,1
20985,1
20986,1
20987,1
20988,5
20989,5
20990,5
20991,5
20992,1
20993,5
20994,1
20995,5
20996,1
20997,1
20998,1
20999,1
21000,1
21001,5
21002,1
21003,1
21004,1
21005,1
21006,1
21007,5
21008,5
21009,1
21010,5
21011,5
21012,1
21013,5
21014,5
21015,1
21016,1
21017,1
21018,1
21019,1
21020,5
21021,5
21022,5
21023,1
21024,1
21025,5
21026,1
21027,5
21028,5
21029,5
21030,1
21031,1
21032,5
21033,1
21034,1
21035,3
21036,5
21037,1
21038,5
21039,1
21040,1
21041,5
21042,1
21043,5
21044,5
21045,1
21046,1
21047,1
21048,1
21049,1
21050,5
21051,5
21052,1
21053,1
21054,5
21055,1
21056,1
21057,3
21058,5
21059,1
21060,1
21061,3
21062,1
21063,1
21064,2
21065,5
21066,1
21067,5
21068,1
21069,5
21070,1
21071,1
21072,5
21073,5
21074,5
21075,1
21076,1
21077,5
21078,1
21079,1
21080,1
21081,1
21082,1
21083,5
21084,1
21085,5
21086,1
21087,1
21088,5
21089,1
21090,1
21091,1
21092,5
21093,1
21094,1
21095,5
21096,1
21097,5
21098,1
21099,1
21100,1
21101,1
21102,1
21103,1
21104,1
21105,1
21106,5
21107,1
21108,1
21109,1
21110,5
21111,1
21112,1
21113,1
21114,5
21115,1
21116,1
21117,1
21118,5
21119,1
21120,1
21121,5
21122,1
21123,5
21124,5
21125,2
21126,1
21127,1
21128,5
21129,1
21130,1
21131,5
21132,1
21133,1
21134,1
21135,5
21136,1
21137,1
21138,1
21139,1
21140,1
21141,4
21142,1
21143,5
21144,1
21145,1
21146,5
21147,3
21148,1
21149,1
21150,1
21151,5
21152,5
21153,1
21154,1
21155,5
21156,1
21157,3
21158,1
21159,1
21160,1
21161,4
21162,3
21163,1
21164,1
21165,5
21166,1
21167,3
21168,1
21169,4
21170,1
21171,5
21172,1
21173,1
21174,1
21175,1
21176,1
21177,1
21178,1
21179,1
21180,1
21181,5
21182,1
21183,4
21184,1
21185,5
21186,5
21187,1
21188,1
21189,3
21190,5
21191,1
21192,1
21193,5
21194,1
21195,1
21196,1
21197,1
21198,1
21199,5
21200,5
21201,1
21202,5
21203,5
21204,1
21205,1
21206,1
21207,5
21208,1
21209,4
21210,1
21211,2
21212,5
21213,1
21214,1
21215,1
21216,5
21217,5
21218,5
21219,1
21220,1
21221,5
21222,1
21223,1
21224,2
21225,1
21226,1
21227,5
21228,1
21229,5
21230,3
21231,1
21232,1
21233,1
21234,1
21235,3
21236,1
21237,5
21238,1
21239,1
21240,1
21241,1
21242,1
21243,5
21244,5
21245,1
21246,1
21247,5
21248,1
21249,1
21250,1
21251,1
21252,5
21253,1
21254,1
21255,5
21256,1
21257,3
21258,5
21259,5
21260,2
21261,1
21262,5
21263,5
21264,1
21265,3
21266,1
21267,1
21268,1
21269,1
21270,1
21271,1
21272,5
21273,2
21274,1
21275,1
21276,1
21277,5
21278,5
21279,1
21280,1
21281,1
21282,1
21283,5
21284,1
21285,1
21286,1
21287,1
21288,1
21289,1
21290,1
21291,3
21292,1
21293,5
21294,5
21295,5
21296,4
21297,3
21298,5
21299,5
21300,1
